comments_count	country_code	created_at	creator_subscriptions	followers_count	followings_count	full_name	id	kind	likes_count	playlist_likes_count	verified	playlist_count	reposts_count	track_count	username	badges
4	ES	2017-09-15T19:50:33Z	[{'product': {'id': 'free'}}]	8755	18	DjSalva Garcia	332484575	user	463	0	False	0	None	57	DjSalvaGarciaEdits2.0	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2014-02-17T07:00:17Z	[{'product': {'id': 'free'}}]	1340	1	Heber Salvador	80570278	user	16	0	False	0	None	2	Heber Salvador	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2017-03-04T18:44:37Z	[{'product': {'id': 'free'}}]	310	0	juana de jesus buruca sanchez	292965650	user	0	0	False	0	None	4	juana de jesus sanchez	{'pro': False, 'pro_unlimited': False, 'verified': False}
14	None	2014-04-24T11:54:28Z	[{'product': {'id': 'free'}}]	1996	61	dj chorlo	91090057	user	23	2	False	1	None	6	djchorlo	{'pro': False, 'pro_unlimited': False, 'verified': False}
12	PE	2013-09-28T21:56:48Z	[{'product': {'id': 'creator-pro'}}]	5006	34	Mix Latin Music	60008690	user	14	0	False	6	None	140	Mix Latin Music	{'pro': True, 'pro_unlimited': False, 'verified': False}
0	SE	2010-09-29T18:41:42Z	[{'product': {'id': 'free'}}]	72	0	NeDyA & EmmYy	1805072	user	0	0	False	2	None	25	NeDyA & EmmYy	{'pro': False, 'pro_unlimited': False, 'verified': False}
26	NL	2010-08-22T14:57:55Z	[{'product': {'id': 'creator-pro-unlimited'}}]	69662	99	Mark	1557464	user	52	2	True	10	None	91	Maduk	{'pro': False, 'pro_unlimited': True, 'verified': True}
1099	None	2010-07-05T14:15:31Z	[{'product': {'id': 'creator-pro-unlimited'}}]	27147	627		1279130	user	2927	52	True	5	None	59	DJ Premium	{'pro': False, 'pro_unlimited': True, 'verified': True}
129	PL	2012-04-16T14:05:26Z	[{'product': {'id': 'free'}}]	1381	563		15323783	user	160	3	False	0	None	33	Ravel Nightstar Enterprises	{'pro': False, 'pro_unlimited': False, 'verified': False}
37	NL	2010-02-10T07:51:12Z	[{'product': {'id': 'creator-pro-unlimited'}}]	79212	196	Liquicity	610746	user	22	1	True	102	None	569	Liquicity Records	{'pro': False, 'pro_unlimited': True, 'verified': True}
16	None	2015-03-19T08:16:22Z	[{'product': {'id': 'creator-pro'}}]	3139	17		143991527	user	33	2	False	11	None	114	Umbra Collective	{'pro': True, 'pro_unlimited': False, 'verified': False}
50	CL	2011-06-08T02:09:29Z	[{'product': {'id': 'free'}}]	13886	42	Felipe Montero	5200543	user	10	3	False	11	None	324	NyxTheShield	{'pro': False, 'pro_unlimited': False, 'verified': False}
86	GB	2009-12-01T15:41:59Z	[{'product': {'id': 'creator-pro-unlimited'}}]	265356	129	UKF.com	415653	user	321	12	True	34	None	367	UKF	{'pro': False, 'pro_unlimited': True, 'verified': True}
451	DK	2010-03-28T14:14:13Z	[{'product': {'id': 'creator-pro-unlimited'}}]	22597	992		790797	user	659	10	True	3	None	58	Kasger	{'pro': False, 'pro_unlimited': True, 'verified': True}
111	GB	2010-09-16T13:24:33Z	[{'product': {'id': 'free'}}]	165	134	Kim Lagusz	1717591	user	118	5	False	0	None	16	Kimmy Lagusz	{'pro': False, 'pro_unlimited': False, 'verified': False}
24	US	2009-01-11T21:22:55Z	[{'product': {'id': 'free'}}]	1749	96	Ryan	58764	user	122	0	False	0	None	15	Photon snake	{'pro': False, 'pro_unlimited': False, 'verified': False}
701	None	2016-03-28T20:01:56Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6459	830	Carlos	215013822	user	10590	1510	True	17	None	63	HUSKI	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2015-06-25T13:22:14Z	[{'product': {'id': 'free'}}]	6507	1		159767500	user	1	0	False	0	None	26	ゆきむらBeats	{'pro': False, 'pro_unlimited': False, 'verified': False}
769	NO	2012-06-14T15:10:20Z	[{'product': {'id': 'free'}}]	751413	2		18693253	user	284	1	True	28	None	162	Alan Walker	{'pro': False, 'pro_unlimited': False, 'verified': True}
0	JP	2010-07-10T16:48:10Z	[{'product': {'id': 'free'}}]	5774	65		1307533	user	3	0	False	0	None	7	tomatomerde	{'pro': False, 'pro_unlimited': False, 'verified': False}
1039	CA	2008-10-31T02:33:36Z	[{'product': {'id': 'free'}}]	10845	339		30006	user	894	101	False	24	None	129	STRANJAH	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	AU	2015-09-28T00:51:02Z	[{'product': {'id': 'creator-pro-unlimited'}}]	35239	654	Jvne	177181866	user	933	36	False	6	None	76	Sewerslvt (Dead Account)	{'pro': False, 'pro_unlimited': True, 'verified': False}
39	GB	2009-12-01T17:39:35Z	[{'product': {'id': 'free'}}]	129826	2		415957	user	6	0	True	21	None	262	Macky Gee	{'pro': False, 'pro_unlimited': False, 'verified': True}
230	GB	2008-10-26T23:17:55Z	[{'product': {'id': 'creator-pro-unlimited'}}]	24637	157	Phantasy DJ	28034	user	242	23	True	1	None	40	DJ Phantasy	{'pro': False, 'pro_unlimited': True, 'verified': True}
77	ID	2016-12-02T22:20:37Z	[{'product': {'id': 'free'}}]	89	85	Raxbee Music	272277518	user	35	2	False	3	None	20	Raxbee	{'pro': False, 'pro_unlimited': False, 'verified': False}
155	US	2011-08-28T00:14:15Z	[{'product': {'id': 'creator-pro'}}]	7116	506		6997375	user	1074	37	True	6	None	52	ak+q	{'pro': True, 'pro_unlimited': False, 'verified': True}
406	NL	2012-09-19T18:45:27Z	[{'product': {'id': 'creator-pro-unlimited'}}]	37783	931		24479828	user	885	24	True	1	None	37	≡LASZLO≡	{'pro': False, 'pro_unlimited': True, 'verified': True}
473	None	2011-09-28T17:54:01Z	[{'product': {'id': 'creator-pro-unlimited'}}]	4611	104	Tim	7716544	user	815	6	True	22	None	51	Dread Pitt	{'pro': False, 'pro_unlimited': True, 'verified': True}
85	None	2009-09-30T09:30:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	128493	217	Hospital Records	286860	user	382	32	True	139	None	916	Hospital Records	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2017-07-15T17:21:52Z	[{'product': {'id': 'free'}}]	30	6	Fletcher's Music	319898601	user	76	1	False	0	None	3	A fletch	{'pro': False, 'pro_unlimited': False, 'verified': False}
255	AU	2013-04-02T00:34:28Z	[{'product': {'id': 'creator-pro'}}]	3336	590	Joel Deezl	40774327	user	2575	49	False	2	None	22	DEEZL	{'pro': True, 'pro_unlimited': False, 'verified': False}
269	AU	2015-12-08T22:23:11Z	[{'product': {'id': 'free'}}]	2038	1055	Jasper	191934594	user	2781	108	False	1	None	17	fiend	{'pro': False, 'pro_unlimited': False, 'verified': False}
52	GB	2015-12-19T15:57:58Z	[{'product': {'id': 'free'}}]	48	64	Freddie Causton	193984356	user	806	6	False	8	None	3	Freddie Causton	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	US	2010-05-10T19:53:57Z	[{'product': {'id': 'creator-pro'}}]	2292	88	Max Cameron	989678	user	46	4	False	6	None	65	Max Cameron	{'pro': True, 'pro_unlimited': False, 'verified': False}
363	US	2010-03-16T06:46:13Z	[{'product': {'id': 'creator-pro-unlimited'}}]	2416	63		738883	user	820	1	False	0	None	18	Cegor	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	None	2012-01-31T09:34:05Z	[{'product': {'id': 'free'}}]	66357	0	DJ Fresh	11439075	user	2	0	True	58	None	180	DJFreshUK	{'pro': False, 'pro_unlimited': False, 'verified': True}
29	None	2009-05-11T16:14:44Z	[{'product': {'id': 'creator-pro-unlimited'}}]	3950520	90		116681	user	54	20	True	68	None	489	NOISIA	{'pro': False, 'pro_unlimited': True, 'verified': True}
577	None	2012-06-20T09:11:21Z	[{'product': {'id': 'creator-pro-unlimited'}}]	12133	592		18991774	user	1353	46	True	3	None	50	𝔻𝔹𝔸𝕆𝕃𝔸	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2012-10-21T00:58:50Z	[{'product': {'id': 'free'}}]	89	1	Karen Beau Pre	26578332	user	1	0	False	0	None	13	Karen Beau Pre	{'pro': False, 'pro_unlimited': False, 'verified': False}
5	US	2012-05-17T14:20:14Z	[{'product': {'id': 'free'}}]	93	3	Jesse Saario	17064048	user	14	0	False	0	None	21	Jesse Rune Soryu	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	HU	2011-07-10T09:31:11Z	[{'product': {'id': 'free'}}]	458	0	George D	5870503	user	1	0	False	0	None	49	SomethinWild	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	UA	2014-02-23T16:43:18Z	[{'product': {'id': 'free'}}]	582	3	Viterom Stark	81592252	user	5	3	False	1	None	12	Viterom	{'pro': False, 'pro_unlimited': False, 'verified': False}
188	US	2016-09-16T10:40:51Z	[{'product': {'id': 'creator-pro-unlimited'}}]	611	1	Elizabeth Comstock	254983643	user	0	0	False	0	None	247	Liz the Siren	{'pro': False, 'pro_unlimited': True, 'verified': False}
2004	None	2018-09-16T22:31:10Z	[{'product': {'id': 'creator-pro-unlimited'}}]	7523	106		509996172	user	2112	14	True	8	None	122	Saster	{'pro': False, 'pro_unlimited': True, 'verified': True}
1	VN	2013-07-15T15:38:18Z	[{'product': {'id': 'free'}}]	535	1		51218884	user	10	2	False	1	None	12	Hạc San	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	US	2016-08-25T17:44:57Z	[{'product': {'id': 'free'}}]	23081	4	Kat ♥	249681585	user	1	0	False	2	None	40	derivakat	{'pro': False, 'pro_unlimited': False, 'verified': False}
53	SE	2010-05-19T07:38:54Z	[{'product': {'id': 'free'}}]	1548	53	Stone McKnuckle	1042184	user	21	0	False	0	None	44	Stone McKnuckle	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2020-09-27T16:26:58Z	[{'product': {'id': 'free'}}]	19	1		886802530	user	0	0	False	1	None	10	Aillemac 2	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	US	2013-09-03T16:24:49Z	[{'product': {'id': 'creator-pro-unlimited'}}]	225765	0		56705121	user	2	0	True	41	None	929	Metallica	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	None	2021-05-09T19:22:07Z	[{'product': {'id': 'creator-pro-unlimited'}}]	827	13		983176750	user	2	0	False	0	None	49	FlyHighMusic	{'pro': False, 'pro_unlimited': True, 'verified': False}
5	None	2010-07-09T18:44:31Z	[{'product': {'id': 'creator-pro-unlimited'}}]	2854692	54	Nuclear Blast Records	1302868	user	0	0	True	9	None	683	NuclearBlastRecords	{'pro': False, 'pro_unlimited': True, 'verified': True}
6	US	2016-12-24T04:30:40Z	[{'product': {'id': 'creator-pro-unlimited'}}]	12766	2	Rush Garcia	277390798	user	3	1	False	0	None	102	Rush Garcia	{'pro': False, 'pro_unlimited': True, 'verified': False}
37	CA	2011-01-06T20:09:21Z	[{'product': {'id': 'creator-pro-unlimited'}}]	22906	61	James Mills	2616846	user	1	0	True	3	None	357	Little V Mills	{'pro': False, 'pro_unlimited': True, 'verified': True}
171	HU	2015-06-05T17:19:40Z	[{'product': {'id': 'creator-pro'}}]	1836	190		156653401	user	318	28	False	3	None	37	Retröxx	{'pro': True, 'pro_unlimited': False, 'verified': False}
6	None	2013-02-20T02:04:50Z	[{'product': {'id': 'free'}}]	3988	24		36799982	user	0	0	False	0	None	20	Metal Head0	{'pro': False, 'pro_unlimited': False, 'verified': False}
39	US	2020-03-29T20:41:14Z	[{'product': {'id': 'free'}}]	51	1	BooBoo .	801368566	user	101	0	False	1	None	15	Nypex	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-08-12T22:59:26Z	[{'product': {'id': 'free'}}]	43	0		54222122	user	0	0	False	0	None	7	Jugadores Furiosos	{'pro': False, 'pro_unlimited': False, 'verified': False}
39	AU	2012-06-05T05:05:14Z	[{'product': {'id': 'free'}}]	105	18		18096820	user	168	0	False	0	None	1	ureshiiiiii	{'pro': False, 'pro_unlimited': False, 'verified': False}
75	None	2021-11-24T12:38:39Z	[{'product': {'id': 'free'}}]	32	30		1055285509	user	64	0	False	0	None	3	Farzlness	{'pro': False, 'pro_unlimited': False, 'verified': False}
169	SY	2020-04-19T00:39:37Z	[{'product': {'id': 'free'}}]	46	89		811846453	user	636	6	False	0	None	22	EK	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2011-02-12T04:43:13Z	[{'product': {'id': 'free'}}]	4134	1891	Artery  Recordings	3116021	user	0	0	False	18	None	79	Artery Recordings	{'pro': False, 'pro_unlimited': False, 'verified': False}
32	None	2014-12-28T02:13:17Z	[{'product': {'id': 'free'}}]	55	4		130042702	user	226	1	False	0	None	9	Imaizumi Kagerou	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	None	2018-01-23T01:43:35Z	[{'product': {'id': 'free'}}]	1434	2		387458615	user	3	0	False	0	None	68	BenyiC117	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2020-05-10T03:28:28Z	[{'product': {'id': 'free'}}]	20	0		821556124	user	191	1	False	0	None	18	SolemnDesires	{'pro': False, 'pro_unlimited': False, 'verified': False}
4	US	2019-05-01T05:57:51Z	[{'product': {'id': 'creator-pro'}}]	82	1	Studio Nicktendo	629705607	user	2	1	False	3	None	74	Studio Nicktendo	{'pro': True, 'pro_unlimited': False, 'verified': False}
113	None	2014-09-24T17:06:46Z	[{'product': {'id': 'free'}}]	4774	48		115008060	user	122	1	False	0	None	38	XanduIsBored	{'pro': False, 'pro_unlimited': False, 'verified': False}
84	US	2014-02-10T18:05:25Z	[{'product': {'id': 'creator-pro-unlimited'}}]	2039	42		79546796	user	100	5	False	2	None	53	geoffplaysguitar	{'pro': False, 'pro_unlimited': True, 'verified': False}
86	KR	2010-09-06T08:25:56Z	[{'product': {'id': 'creator-pro-unlimited'}}]	6538	214	Jong Hyun Joo	1650851	user	1730	22	False	10	None	146	Cosmograph	{'pro': False, 'pro_unlimited': True, 'verified': False}
10	US	2015-03-20T19:48:06Z	[{'product': {'id': 'free'}}]	56	32	▁ ▂ ▄ ▅ ▆ ▇ █ █ ▇ ▆ ▅ ▄ ▂▁▁ ▂ ▄ ▅ ▆	144225077	user	405	2	False	4	None	42	‍	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	NL	2012-05-09T05:33:54Z	[{'product': {'id': 'free'}}]	63	2	Sasan Sepehr	16604019	user	6	2	False	1	None	17	Sasan ササン	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	US	2011-08-12T14:47:06Z	[{'product': {'id': 'free'}}]	516967	0		6610545	user	7	0	True	201	None	2103	Roadrunner USA	{'pro': False, 'pro_unlimited': False, 'verified': True}
8	None	2016-07-12T05:41:35Z	[{'product': {'id': 'free'}}]	154	5	Kitti Allred	239986355	user	72	1	False	0	None	3	K!ttycupcak!a	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	ID	2014-05-01T13:47:02Z	[{'product': {'id': 'free'}}]	55	0	Haris Adnan	92381664	user	4	0	False	0	None	3	Haris Adnan	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2016-02-19T05:28:17Z	[{'product': {'id': 'free'}}]	46	0		207013100	user	0	0	False	0	None	29	Yukari Sama	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	US	2015-06-17T19:48:55Z	[{'product': {'id': 'free'}}]	500	7	Strawberry Avenida	158595391	user	0	1	False	3	None	18	StrawberryAvenida	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-08-25T10:02:48Z	[{'product': {'id': 'free'}}]	1	0	Endorsia Endorsia	1022953102	user	7	1	False	1	None	1	Endorsia	{'pro': False, 'pro_unlimited': False, 'verified': False}
34	DO	2013-06-17T18:20:33Z	[{'product': {'id': 'free'}}]	88	88	Ismael Mejia Hernandez	48343229	user	77	4	False	0	None	29	Maelo47	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2014-05-29T21:36:07Z	[{'product': {'id': 'free'}}]	179	9		97215378	user	13	2	False	1	None	38	DiddlesHimself	{'pro': False, 'pro_unlimited': False, 'verified': False}
9	IN	2015-09-29T04:41:29Z	[{'product': {'id': 'free'}}]	267	18	Sunil Kiran	177403995	user	24	1	False	0	None	44	Streetwise Rhapsody	{'pro': False, 'pro_unlimited': False, 'verified': False}
15	US	2012-08-20T23:02:21Z	[{'product': {'id': 'free'}}]	412	135	Exbee Crafty	22530001	user	107	1	False	0	None	20	Zchted	{'pro': False, 'pro_unlimited': False, 'verified': False}
101	JP	2012-06-30T12:38:23Z	[{'product': {'id': 'creator-pro-unlimited'}}]	3948	0	Cranky & Pico	19529813	user	0	1	False	4	None	56	Feline Groove Label	{'pro': False, 'pro_unlimited': True, 'verified': False}
53	US	2010-04-12T22:38:45Z	[{'product': {'id': 'creator-pro-unlimited'}}]	22829	41	Omar Carlo	857435	user	82	1	False	1	None	109	DM DOKURO	{'pro': False, 'pro_unlimited': True, 'verified': False}
4	MX	2013-10-13T02:25:09Z	[{'product': {'id': 'creator-pro-unlimited'}}]	856	91	Martin  Oliverio	61876200	user	42	1	False	0	None	44	TytoCat / TheDiswasher	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	None	2021-07-09T20:28:54Z	[{'product': {'id': 'creator-pro-unlimited'}}]	2578	16		1006343701	user	2	0	False	0	None	51	15Music	{'pro': False, 'pro_unlimited': True, 'verified': False}
6	None	2012-09-18T16:45:23Z	[{'product': {'id': 'free'}}]	1814	7	LaFormula Sigue	24403775	user	1	0	False	0	None	7	LaFormula Sigue	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	PR	2015-12-05T18:22:44Z	[{'product': {'id': 'free'}}]	380358	0		191231654	user	0	0	True	6	None	106	Ozuna	{'pro': False, 'pro_unlimited': False, 'verified': True}
445	SE	2010-08-03T07:55:16Z	[{'product': {'id': 'creator-pro'}}]	2270	1879	Miguel Angel Reyes	1442234	user	31	0	True	0	None	30	Dj Cuervo Official	{'pro': True, 'pro_unlimited': False, 'verified': True}
0	ES	2020-08-18T17:23:53Z	[{'product': {'id': 'free'}}]	1371	1	Bruno Torres	869401336	user	41	0	False	0	None	23	Bruno Torres Remixes 11	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-05-31T10:44:02Z	[{'product': {'id': 'free'}}]	4891	15		991411930	user	2	0	False	0	None	81	KeyLight Music	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2015-02-23T23:47:27Z	[{'product': {'id': 'free'}}]	378	1		140123850	user	0	0	False	1	None	11	mato1319	{'pro': False, 'pro_unlimited': False, 'verified': False}
7	TT	2010-11-29T21:42:58Z	[{'product': {'id': 'creator-pro-unlimited'}}]	144464	24	Ryan Alexander	2274383	user	18	0	True	0	None	211	Dj Private Ryan	{'pro': False, 'pro_unlimited': True, 'verified': True}
0	EC	2013-05-07T03:06:26Z	[{'product': {'id': 'free'}}]	1798	103	Fernando Cáceres	44002365	user	2	0	False	0	None	14	KORA DJ (RADIO-ZARACAY FM )	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	AR	2012-06-02T13:39:13Z	[{'product': {'id': 'free'}}]	777	2	TotalmenteUrbano	17950343	user	28	0	False	0	None	18	TotalmenteUrbano	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2013-12-10T08:10:02Z	[{'product': {'id': 'free'}}]	2240	5		69866499	user	20	0	False	0	None	7	PuroReggaeton4Life	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	PK	2014-02-01T04:43:48Z	[{'product': {'id': 'free'}}]	72	67	Misha Ashar	78128266	user	296	8	False	0	None	2	Misha Ashar	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	PR	2014-12-31T19:13:59Z	[{'product': {'id': 'creator-pro-unlimited'}}]	532	4		130665744	user	8	1	False	1	None	16	Maldy	{'pro': False, 'pro_unlimited': True, 'verified': False}
187	ES	2013-01-11T18:14:27Z	[{'product': {'id': 'free'}}]	1959	146	Agustin Marin	32563510	user	548	2	False	0	None	23	Agustin Marin Prod	{'pro': False, 'pro_unlimited': False, 'verified': False}
105	PE	2015-06-20T01:30:40Z	[{'product': {'id': 'creator-pro-unlimited'}}]	5846	203	Johnson Socola	158948046	user	89	0	False	0	None	22	DJ Turbo	{'pro': False, 'pro_unlimited': True, 'verified': False}
342	PE	2012-03-21T21:56:38Z	[{'product': {'id': 'creator-pro-unlimited'}}]	2457	90	Jaime Rodriguez Viza	13981431	user	210	0	False	0	None	15	Dj Roviz	{'pro': False, 'pro_unlimited': True, 'verified': False}
0	None	2019-06-19T07:41:30Z	[{'product': {'id': 'free'}}]	3357	2		654530934	user	105	1	False	0	None	19	Bruno Torres Remixes 6	{'pro': False, 'pro_unlimited': False, 'verified': False}
7	None	2016-12-25T23:09:54Z	[{'product': {'id': 'free'}}]	4044	7		277867596	user	54	0	False	0	None	44	RWFuckyou🎳	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-06-09T11:33:02Z	[{'product': {'id': 'free'}}]	7686	4		995117302	user	76	0	False	0	None	27	New Remixes	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	None	2015-03-15T03:58:55Z	[{'product': {'id': 'free'}}]	2875	66	The Punchline	143317304	user	27	0	False	7	None	31	The Punchline	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	NL	2011-09-05T13:57:09Z	[{'product': {'id': 'free'}}]	36657	30		7182902	user	64	2	True	1	None	26	Unreleased Reggaeton	{'pro': False, 'pro_unlimited': False, 'verified': True}
2	None	2018-10-24T10:43:32Z	[{'product': {'id': 'free'}}]	20421	7		528830556	user	296	2	False	0	None	36	Dj Nev Remixes & Edits 3.0	{'pro': False, 'pro_unlimited': False, 'verified': False}
34	EC	2014-08-04T16:40:15Z	[{'product': {'id': 'free'}}]	1220	6	Gabo Figueroa	107522624	user	4	0	False	0	None	29	Dj Gabo Figueroa	{'pro': False, 'pro_unlimited': False, 'verified': False}
3	None	2014-06-25T19:16:15Z	[{'product': {'id': 'free'}}]	422786	2	Anuel AA	101798229	user	11	0	True	6	None	124	Anuel_AA	{'pro': False, 'pro_unlimited': False, 'verified': True}
5		2010-02-03T13:29:01Z	[{'product': {'id': 'free'}}]	81	6	IVAN SAUL	587616	user	0	0	False	0	None	11	DJ AVENTURA.	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2012-03-21T19:54:02Z	[{'product': {'id': 'free'}}]	342	0	Juan Lopez	13975399	user	1	0	False	0	None	4	Juan José Lopez 3	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	CL	2012-11-28T04:35:05Z	[{'product': {'id': 'free'}}]	23352	0	Mejores Estrenos	29261359	user	250	4	False	0	None	36	Unreleased	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	PR	2015-03-22T07:41:10Z	[{'product': {'id': 'free'}}]	22351	2	Pepe  Quintana	144468783	user	2	0	False	0	None	5	Pepe Quintana	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	PR	2013-02-10T21:02:57Z	[{'product': {'id': 'free'}}]	227	0	Kito  Flow	35706208	user	0	0	False	1	None	16	KitoDembow	{'pro': False, 'pro_unlimited': False, 'verified': False}
36	ES	2018-05-29T11:37:57Z	[{'product': {'id': 'free'}}]	2484	7	Quantum in Key	455303148	user	9	0	False	0	None	18	Quantum in Key	{'pro': False, 'pro_unlimited': False, 'verified': False}
28	None	2010-12-05T23:49:35Z	[{'product': {'id': 'free'}}]	3379	72	Latin Dj/ Producer on audio y video	2332542	user	211	0	False	0	None	3	Oscar Mauricio Lopez	{'pro': False, 'pro_unlimited': False, 'verified': False}
84	ES	2010-07-22T10:03:52Z	[{'product': {'id': 'free'}}]	3018	363	Jose  Fariña	1373368	user	61	0	False	0	None	47	Jose Fariña	{'pro': False, 'pro_unlimited': False, 'verified': False}
1	None	2015-09-08T19:27:40Z	[{'product': {'id': 'free'}}]	44	26	Dj Laker	173273093	user	50	0	False	0	None	10	Dj Laker  Quito  Ecuador	{'pro': False, 'pro_unlimited': False, 'verified': False}
135	IL	2012-01-05T16:56:39Z	[{'product': {'id': 'free'}}]	23267	8	nir maimon	10486421	user	21	0	True	2	None	399	DJ NiR Maimon	{'pro': False, 'pro_unlimited': False, 'verified': True}
0	None	2012-05-16T06:12:27Z	[{'product': {'id': 'free'}}]	104	2		16988286	user	0	0	False	0	None	7	The_LeoiithO	{'pro': False, 'pro_unlimited': False, 'verified': False}
16	AR	2012-02-24T23:45:34Z	[{'product': {'id': 'free'}}]	38361	166	Javier Ceballes	12615203	user	47	0	True	0	None	77	DJ TAO - ARGENTINA	{'pro': False, 'pro_unlimited': False, 'verified': True}
170	DE	2015-07-03T11:49:49Z	[{'product': {'id': 'creator-pro-unlimited'}}]	5502	779	DJ B-Phisto	161116287	user	283	3	False	3	None	32	B-Phisto	{'pro': False, 'pro_unlimited': True, 'verified': False}
8	US	2018-03-19T22:01:00Z	[{'product': {'id': 'free'}}]	3294	1	Natanael Cano – A Mis 20 (Album)	419142144	user	935	16	False	0	None	40	PLANET TRAP	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2012-02-16T23:34:00Z	[{'product': {'id': 'free'}}]	433	0		12201955	user	0	0	False	1	None	8	user3969479	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2021-08-18T10:05:40Z	[{'product': {'id': 'free'}}]	1433	15		1020368323	user	2	0	False	0	None	46	Youtube Music	{'pro': False, 'pro_unlimited': False, 'verified': False}
95	BR	2010-09-21T22:29:34Z	[{'product': {'id': 'free'}}]	2901	1503	Ernesto Tenorio	1752749	user	46	2	True	0	None	11	TENØRIO	{'pro': False, 'pro_unlimited': False, 'verified': True}
76	PE	2012-12-24T18:01:34Z	[{'product': {'id': 'free'}}]	562	284		31164188	user	35	0	False	0	None	26	Dj Ricardo Alvarez - Trujillo ✪ 1.0	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	None	2015-05-21T23:57:10Z	[{'product': {'id': 'free'}}]	4987	2		154181977	user	8	0	False	0	None	41	Espacio Urbano Music	{'pro': False, 'pro_unlimited': False, 'verified': False}
0	CO	2015-11-18T03:40:23Z	[{'product': {'id': 'free'}}]	11851	6		187459769	user	32	0	True	0	None	93	Monopolio Urbano	{'pro': False, 'pro_unlimited': False, 'verified': True}
0	None	2020-11-12T15:35:49Z	[{'product': {'id': 'free'}}]	9	0		906295999	user	0	0	False	0	None	2	Karixon	{'pro': False, 'pro_unlimited': False, 'verified': False}
6	US	2012-09-27T20:46:07Z	[{'product': {'id': 'creator-pro'}}]	2670920	28	Cas Haley	25025431	user	64	4	True	18	None	133	Cas Haley	{'pro': True, 'pro_unlimited': False, 'verified': True}
311	UM	2013-01-09T03:22:30Z	[{'product': {'id': 'creator-pro-unlimited'}}]	3275	863	Knth Libiy	32301091	user	482	1	False	11	None	64	♪♬[𝕯🥥ﾉ🌴尺ﾑ丂ｲﾑ]ǝuo6xı𝕾✪	{'pro': False, 'pro_unlimited': True, 'verified': False}
46	EG	2012-05-22T20:40:54Z	[{'product': {'id': 'free'}}]	10163	192	Yara Y. Ahmed	17365207	user	28	0	False	1	None	18	Yara Y. Ahmed	{'pro': False, 'pro_unlimited': False, 'verified': False}
142	NZ	2010-10-26T05:47:15Z	[{'product': {'id': 'free'}}]	7172	293	Antonio Ellis	1998299	user	673	9	False	0	None	48	MusiQal Genius	{'pro': False, 'pro_unlimited': False, 'verified': False}
2	US	2010-11-30T17:45:16Z	[{'product': {'id': 'free'}}]	3320	188	Gilbert Sosa	2281203	user	19	0	False	0	None	12	DJ Quix	{'pro': False, 'pro_unlimited': False, 'verified': False}
6	None	2010-11-12T02:30:49Z	[{'product': {'id': 'creator-pro-unlimited'}}]	66464	65		2128143	user	8	1	True	16	None	160	Stick Figure	{'pro': False, 'pro_unlimited': True, 'verified': True}
